accident_id,location_id,location_name,latitude,longitude,accident_date,accident_time,day_of_week,weather_condition,road_type,traffic_density,vehicle_type,accident_severity,num_casualties
4401,5,Lalpur Chowk,23.3721513,85.3382929,2021-04-22,09:32:00,Thursday,Clear,Main Road,High,Two-Wheeler,Minor,0
4494,5,Lalpur Chowk,23.3721513,85.3382929,2023-02-08,07:48:00,Wednesday,Clear,Residential Road,Medium,Two-Wheeler,Minor,1
4609,5,Lalpur Chowk,23.3721513,85.3382929,2024-04-28,17:00:00,Sunday,Rainy,Chowk/Intersection,High,Two-Wheeler,Serious,1
4612,5,Lalpur Chowk,23.3721513,85.3382929,2024-12-25,09:41:00,Wednesday,Rainy,Main Road,Medium,Auto-Rickshaw,Minor,1
4649,5,Lalpur Chowk,23.3721513,85.3382929,2021-08-07,16:33:00,Saturday,Clear,Main Road,Low,Truck,Serious,1
4694,5,Lalpur Chowk,23.3721513,85.3382929,2023-08-05,16:51:00,Saturday,Clear,Highway,High,Auto-Rickshaw,Fatal,1
4719,5,Lalpur Chowk,23.3721513,85.3382929,2023-05-25,10:53:00,Thursday,Clear,Main Road,Medium,Two-Wheeler,Minor,0
4771,5,Lalpur Chowk,23.3721513,85.3382929,2022-01-02,08:52:00,Sunday,Clear,Highway,Medium,Car,Minor,0
4781,5,Lalpur Chowk,23.3721513,85.3382929,2022-11-12,09:22:00,Saturday,Foggy,Highway,Medium,Car,Serious,1
4787,5,Lalpur Chowk,23.3721513,85.3382929,2021-03-13,10:13:00,Saturday,Foggy,Main Road,Medium,Two-Wheeler,Minor,1
4797,5,Lalpur Chowk,23.3721513,85.3382929,2022-09-25,11:23:00,Sunday,Clear,Chowk/Intersection,Medium,Car,Minor,0
4835,5,Lalpur Chowk,23.3721513,85.3382929,2024-11-27,08:57:00,Wednesday,Clear,Main Road,High,Auto-Rickshaw,Minor,0
4885,5,Lalpur Chowk,23.3721513,85.3382929,2021-03-04,10:04:00,Thursday,Foggy,Highway,High,Bus,Minor,1
4921,5,Lalpur Chowk,23.3721513,85.3382929,2021-01-25,16:11:00,Monday,Clear,Chowk/Intersection,High,Two-Wheeler,Serious,3
4952,5,Lalpur Chowk,23.3721513,85.3382929,2022-01-25,08:03:00,Tuesday,Clear,Chowk/Intersection,Low,Car,Minor,0
5093,5,Lalpur Chowk,23.3721513,85.3382929,2021-04-07,17:25:00,Wednesday,Clear,Highway,Low,Two-Wheeler,Fatal,2
5122,5,Lalpur Chowk,23.3721513,85.3382929,2025-09-11,15:02:00,Thursday,Clear,Main Road,Medium,Bus,Minor,0
5130,5,Lalpur Chowk,23.3721513,85.3382929,2024-08-30,18:06:00,Friday,Clear,Main Road,Medium,Bus,Serious,2
5230,5,Lalpur Chowk,23.3721513,85.3382929,2021-10-19,07:01:00,Tuesday,Rainy,Highway,Low,Car,Fatal,1
5231,5,Lalpur Chowk,23.3721513,85.3382929,2022-09-23,16:49:00,Friday,Foggy,Main Road,High,Car,Fatal,4
5272,5,Lalpur Chowk,23.3721513,85.3382929,2025-02-07,15:04:00,Friday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,1
5309,5,Lalpur Chowk,23.3721513,85.3382929,2025-01-22,09:01:00,Wednesday,Clear,Main Road,Medium,Auto-Rickshaw,Minor,1
5360,5,Lalpur Chowk,23.3721513,85.3382929,2024-07-30,17:21:00,Tuesday,Rainy,Main Road,Medium,Two-Wheeler,Serious,2
5370,5,Lalpur Chowk,23.3721513,85.3382929,2023-09-24,21:02:00,Sunday,Clear,Main Road,High,Auto-Rickshaw,Minor,1
5372,5,Lalpur Chowk,23.3721513,85.3382929,2021-07-12,17:41:00,Monday,Clear,Chowk/Intersection,Medium,Car,Minor,0
5394,5,Lalpur Chowk,23.3721513,85.3382929,2024-02-11,10:22:00,Sunday,Rainy,Chowk/Intersection,Medium,Truck,Minor,1
5473,5,Lalpur Chowk,23.3721513,85.3382929,2023-01-06,20:04:00,Friday,Clear,Residential Road,Medium,Two-Wheeler,Minor,0
5485,5,Lalpur Chowk,23.3721513,85.3382929,2025-10-17,15:52:00,Friday,Clear,Highway,High,Car,Serious,2
5530,5,Lalpur Chowk,23.3721513,85.3382929,2024-06-14,07:09:00,Friday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
5552,5,Lalpur Chowk,23.3721513,85.3382929,2021-01-31,16:21:00,Sunday,Clear,Highway,High,Two-Wheeler,Fatal,1
5556,5,Lalpur Chowk,23.3721513,85.3382929,2025-06-20,07:59:00,Friday,Rainy,Main Road,High,Auto-Rickshaw,Serious,2
5583,5,Lalpur Chowk,23.3721513,85.3382929,2023-07-18,17:56:00,Tuesday,Clear,Main Road,Low,Two-Wheeler,Minor,1
5590,5,Lalpur Chowk,23.3721513,85.3382929,2024-06-19,19:37:00,Wednesday,Clear,Highway,High,Car,Minor,1
5675,5,Lalpur Chowk,23.3721513,85.3382929,2023-09-18,09:16:00,Monday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,1
5679,5,Lalpur Chowk,23.3721513,85.3382929,2025-04-11,17:20:00,Friday,Rainy,Main Road,High,Car,Serious,2
5687,5,Lalpur Chowk,23.3721513,85.3382929,2022-08-15,06:15:00,Monday,Stormy,Residential Road,High,Car,Serious,2
5714,5,Lalpur Chowk,23.3721513,85.3382929,2023-01-29,07:54:00,Sunday,Clear,Main Road,High,Truck,Minor,1
5859,5,Lalpur Chowk,23.3721513,85.3382929,2024-05-12,06:14:00,Sunday,Clear,Highway,High,Bus,Serious,3
5877,5,Lalpur Chowk,23.3721513,85.3382929,2025-08-03,09:44:00,Sunday,Clear,Main Road,High,Auto-Rickshaw,Serious,1
5890,5,Lalpur Chowk,23.3721513,85.3382929,2023-05-27,09:55:00,Saturday,Clear,Chowk/Intersection,High,Two-Wheeler,Serious,3
5897,5,Lalpur Chowk,23.3721513,85.3382929,2025-03-05,09:12:00,Wednesday,Clear,Chowk/Intersection,Medium,Bus,Minor,0
5922,5,Lalpur Chowk,23.3721513,85.3382929,2021-06-25,07:33:00,Friday,Clear,Highway,Medium,Car,Serious,2
5940,5,Lalpur Chowk,23.3721513,85.3382929,2022-08-22,16:42:00,Monday,Rainy,Main Road,High,Auto-Rickshaw,Serious,1
5957,5,Lalpur Chowk,23.3721513,85.3382929,2022-11-01,20:44:00,Tuesday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Serious,1
6029,5,Lalpur Chowk,23.3721513,85.3382929,2025-12-03,06:31:00,Wednesday,Clear,Chowk/Intersection,Medium,Car,Minor,0
6057,5,Lalpur Chowk,23.3721513,85.3382929,2023-03-10,17:39:00,Friday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1
6146,5,Lalpur Chowk,23.3721513,85.3382929,2023-07-04,20:54:00,Tuesday,Clear,Chowk/Intersection,Medium,Car,Minor,0
6185,5,Lalpur Chowk,23.3721513,85.3382929,2025-04-28,17:42:00,Monday,Clear,Residential Road,Medium,Two-Wheeler,Serious,1
6322,5,Lalpur Chowk,23.3721513,85.3382929,2021-10-21,20:34:00,Thursday,Clear,Chowk/Intersection,High,Car,Minor,0
6323,5,Lalpur Chowk,23.3721513,85.3382929,2023-11-04,19:06:00,Saturday,Clear,Main Road,High,Truck,Minor,1
6347,5,Lalpur Chowk,23.3721513,85.3382929,2025-02-28,16:43:00,Friday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Serious,2
6367,5,Lalpur Chowk,23.3721513,85.3382929,2024-12-23,17:49:00,Monday,Foggy,Highway,Medium,Two-Wheeler,Minor,1
6386,5,Lalpur Chowk,23.3721513,85.3382929,2022-10-10,09:10:00,Monday,Foggy,Highway,Low,Auto-Rickshaw,Fatal,3
6522,5,Lalpur Chowk,23.3721513,85.3382929,2022-09-09,18:13:00,Friday,Clear,Main Road,Medium,Two-Wheeler,Minor,1
6565,5,Lalpur Chowk,23.3721513,85.3382929,2023-11-17,09:28:00,Friday,Foggy,Chowk/Intersection,Medium,Car,Serious,1
6583,5,Lalpur Chowk,23.3721513,85.3382929,2024-03-31,17:37:00,Sunday,Clear,Residential Road,High,Truck,Fatal,2
6588,5,Lalpur Chowk,23.3721513,85.3382929,2023-09-26,10:58:00,Tuesday,Clear,Main Road,Medium,Two-Wheeler,Serious,1
6628,5,Lalpur Chowk,23.3721513,85.3382929,2025-10-20,19:00:00,Monday,Stormy,Main Road,Low,Truck,Minor,0
6688,5,Lalpur Chowk,23.3721513,85.3382929,2023-12-03,08:23:00,Sunday,Clear,Residential Road,Medium,Car,Serious,1
6696,5,Lalpur Chowk,23.3721513,85.3382929,2022-08-12,20:13:00,Friday,Clear,Highway,High,Auto-Rickshaw,Serious,3
6770,5,Lalpur Chowk,23.3721513,85.3382929,2023-04-27,15:10:00,Thursday,Clear,Main Road,Low,Bus,Minor,0
6860,5,Lalpur Chowk,23.3721513,85.3382929,2021-01-15,09:12:00,Friday,Foggy,Main Road,High,Auto-Rickshaw,Serious,1
6888,5,Lalpur Chowk,23.3721513,85.3382929,2025-10-10,19:49:00,Friday,Clear,Main Road,High,Two-Wheeler,Minor,0
6902,5,Lalpur Chowk,23.3721513,85.3382929,2025-12-18,10:06:00,Thursday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
6914,5,Lalpur Chowk,23.3721513,85.3382929,2023-04-20,19:50:00,Thursday,Clear,Highway,High,Auto-Rickshaw,Fatal,1
7026,5,Lalpur Chowk,23.3721513,85.3382929,2022-02-27,20:21:00,Sunday,Clear,Main Road,Medium,Two-Wheeler,Serious,1
7044,5,Lalpur Chowk,23.3721513,85.3382929,2025-05-11,17:52:00,Sunday,Clear,Main Road,Low,Car,Minor,0
7050,5,Lalpur Chowk,23.3721513,85.3382929,2024-06-02,18:20:00,Sunday,Clear,Highway,Medium,Two-Wheeler,Minor,1
7125,5,Lalpur Chowk,23.3721513,85.3382929,2022-02-22,07:14:00,Tuesday,Stormy,Highway,High,Car,Minor,0
7196,5,Lalpur Chowk,23.3721513,85.3382929,2024-04-06,16:24:00,Saturday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Serious,3
7388,5,Lalpur Chowk,23.3721513,85.3382929,2022-07-11,18:47:00,Monday,Clear,Main Road,Medium,Two-Wheeler,Minor,0
7467,5,Lalpur Chowk,23.3721513,85.3382929,2023-07-04,09:29:00,Tuesday,Foggy,Residential Road,Medium,Two-Wheeler,Minor,0
7569,5,Lalpur Chowk,23.3721513,85.3382929,2021-04-12,16:22:00,Monday,Clear,Main Road,High,Car,Minor,0
7604,5,Lalpur Chowk,23.3721513,85.3382929,2023-08-30,18:45:00,Wednesday,Clear,Chowk/Intersection,Medium,Bus,Fatal,2
7657,5,Lalpur Chowk,23.3721513,85.3382929,2021-05-14,06:11:00,Friday,Rainy,Residential Road,Medium,Two-Wheeler,Minor,1
7723,5,Lalpur Chowk,23.3721513,85.3382929,2025-05-29,09:50:00,Thursday,Clear,Residential Road,High,Two-Wheeler,Minor,0
7735,5,Lalpur Chowk,23.3721513,85.3382929,2025-12-23,17:36:00,Tuesday,Stormy,Main Road,Medium,Car,Minor,0
7829,5,Lalpur Chowk,23.3721513,85.3382929,2023-06-10,21:27:00,Saturday,Clear,Main Road,Medium,Two-Wheeler,Serious,2
7863,5,Lalpur Chowk,23.3721513,85.3382929,2025-06-10,12:01:00,Tuesday,Clear,Highway,High,Two-Wheeler,Minor,0
7898,5,Lalpur Chowk,23.3721513,85.3382929,2023-10-20,09:49:00,Friday,Clear,Highway,Medium,Car,Fatal,1
7906,5,Lalpur Chowk,23.3721513,85.3382929,2021-12-25,16:11:00,Saturday,Clear,Main Road,Medium,Two-Wheeler,Serious,1
7908,5,Lalpur Chowk,23.3721513,85.3382929,2021-09-16,20:02:00,Thursday,Clear,Main Road,Medium,Two-Wheeler,Serious,2
7976,5,Lalpur Chowk,23.3721513,85.3382929,2025-09-07,18:50:00,Sunday,Clear,Residential Road,Medium,Auto-Rickshaw,Minor,0
24,6,Booty More,23.3954226,85.3843646,2021-05-07,19:12:00,Friday,Stormy,Highway,Medium,Two-Wheeler,Minor,1
57,6,Booty More,23.3954226,85.3843646,2024-11-23,09:13:00,Saturday,Rainy,Chowk/Intersection,High,Car,Fatal,3
59,6,Booty More,23.3954226,85.3843646,2021-11-11,08:50:00,Thursday,Clear,Main Road,Medium,Two-Wheeler,Minor,0
204,6,Booty More,23.3954226,85.3843646,2025-02-26,09:23:00,Wednesday,Clear,Highway,Medium,Car,Minor,0
229,6,Booty More,23.3954226,85.3843646,2025-08-06,11:10:00,Wednesday,Stormy,Residential Road,Medium,Two-Wheeler,Fatal,3
264,6,Booty More,23.3954226,85.3843646,2021-07-13,10:58:00,Tuesday,Clear,Highway,Medium,Bus,Serious,1
406,6,Booty More,23.3954226,85.3843646,2023-09-13,10:14:00,Wednesday,Foggy,Chowk/Intersection,High,Two-Wheeler,Fatal,1
498,6,Booty More,23.3954226,85.3843646,2023-03-27,18:53:00,Monday,Rainy,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0
537,6,Booty More,23.3954226,85.3843646,2022-10-23,08:04:00,Sunday,Clear,Residential Road,Medium,Two-Wheeler,Fatal,2
682,6,Booty More,23.3954226,85.3843646,2023-10-16,19:04:00,Monday,Clear,Residential Road,Medium,Car,Minor,0
683,6,Booty More,23.3954226,85.3843646,2021-04-28,20:30:00,Wednesday,Clear,Residential Road,High,Two-Wheeler,Minor,1
705,6,Booty More,23.3954226,85.3843646,2024-09-20,20:58:00,Friday,Clear,Main Road,Medium,Two-Wheeler,Minor,1
773,6,Booty More,23.3954226,85.3843646,2021-04-26,19:12:00,Monday,Foggy,Residential Road,Low,Auto-Rickshaw,Serious,2
873,6,Booty More,23.3954226,85.3843646,2022-09-12,10:21:00,Monday,Clear,Residential Road,Medium,Auto-Rickshaw,Serious,1
887,6,Booty More,23.3954226,85.3843646,2023-06-04,09:20:00,Sunday,Clear,Highway,High,Truck,Serious,2
1039,6,Booty More,23.3954226,85.3843646,2024-08-20,16:55:00,Tuesday,Stormy,Main Road,Medium,Car,Fatal,1
1151,6,Booty More,23.3954226,85.3843646,2024-10-04,19:58:00,Friday,Clear,Main Road,High,Two-Wheeler,Minor,0
1209,6,Booty More,23.3954226,85.3843646,2022-12-24,20:39:00,Saturday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Serious,1
1268,6,Booty More,23.3954226,85.3843646,2025-09-12,19:50:00,Friday,Rainy,Residential Road,Low,Two-Wheeler,Serious,1
1273,6,Booty More,23.3954226,85.3843646,2025-02-14,18:03:00,Friday,Clear,Main Road,Low,Two-Wheeler,Minor,0
1328,6,Booty More,23.3954226,85.3843646,2021-02-15,16:34:00,Monday,Clear,Main Road,Medium,Car,Fatal,3
1332,6,Booty More,23.3954226,85.3843646,2024-01-10,07:51:00,Wednesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Serious,1
1586,6,Booty More,23.3954226,85.3843646,2021-10-18,15:58:00,Monday,Clear,Highway,Low,Car,Minor,0
1600,6,Booty More,23.3954226,85.3843646,2021-05-04,09:00:00,Tuesday,Clear,Highway,Low,Truck,Minor,0
1649,6,Booty More,23.3954226,85.3843646,2021-11-10,20:14:00,Wednesday,Clear,Chowk/Intersection,Medium,Car,Minor,0
1705,6,Booty More,23.3954226,85.3843646,2024-01-20,06:55:00,Saturday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Minor,0
1730,6,Booty More,23.3954226,85.3843646,2023-11-09,08:38:00,Thursday,Rainy,Highway,Low,Car,Fatal,1
1755,6,Booty More,23.3954226,85.3843646,2022-11-14,16:13:00,Monday,Rainy,Chowk/Intersection,High,Car,Serious,1
1850,6,Booty More,23.3954226,85.3843646,2021-06-18,08:46:00,Friday,Rainy,Residential Road,Low,Two-Wheeler,Minor,1
2095,6,Booty More,23.3954226,85.3843646,2021-04-09,10:32:00,Friday,Clear,Main Road,Medium,Bus,Serious,1
2097,6,Booty More,23.3954226,85.3843646,2021-12-23,17:49:00,Thursday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0
2155,6,Booty More,23.3954226,85.3843646,2025-08-25,20:45:00,Monday,Foggy,Chowk/Intersection,Low,Two-Wheeler,Minor,1
2182,6,Booty More,23.3954226,85.3843646,2025-04-21,20:48:00,Monday,Clear,Main Road,Medium,Two-Wheeler,Serious,1
2244,6,Booty More,23.3954226,85.3843646,2024-01-15,08:00:00,Monday,Foggy,Residential Road,Medium,Two-Wheeler,Minor,1
2364,6,Booty More,23.3954226,85.3843646,2025-09-01,19:43:00,Monday,Clear,Chowk/Intersection,Medium,Car,Minor,0
2368,6,Booty More,23.3954226,85.3843646,2022-05-12,07:36:00,Thursday,Clear,Main Road,Low,Car,Minor,1
2443,6,Booty More,23.3954226,85.3843646,2023-11-11,17:59:00,Saturday,Clear,Main Road,Low,Two-Wheeler,Serious,1
2475,6,Booty More,23.3954226,85.3843646,2025-01-28,15:13:00,Tuesday,Clear,Chowk/Intersection,High,Car,Fatal,2
2550,6,Booty More,23.3954226,85.3843646,2023-08-20,09:39:00,Sunday,Rainy,Highway,High,Truck,Serious,2
2557,6,Booty More,23.3954226,85.3843646,2021-02-13,08:18:00,Saturday,Clear,Main Road,Low,Two-Wheeler,Fatal,1
2677,6,Booty More,23.3954226,85.3843646,2023-01-18,16:01:00,Wednesday,Rainy,Highway,High,Two-Wheeler,Serious,2
2682,6,Booty More,23.3954226,85.3843646,2025-03-27,16:32:00,Thursday,Clear,Main Road,Medium,Car,Minor,1
2794,6,Booty More,23.3954226,85.3843646,2023-12-12,23:51:00,Tuesday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
2795,6,Booty More,23.3954226,85.3843646,2022-01-05,18:55:00,Wednesday,Foggy,Highway,Medium,Two-Wheeler,Serious,1
2804,6,Booty More,23.3954226,85.3843646,2021-02-02,16:45:00,Tuesday,Clear,Chowk/Intersection,High,Car,Serious,2
2847,6,Booty More,23.3954226,85.3843646,2025-07-09,11:18:00,Wednesday,Clear,Main Road,High,Two-Wheeler,Minor,0
2853,6,Booty More,23.3954226,85.3843646,2022-12-13,08:58:00,Tuesday,Clear,Residential Road,Low,Two-Wheeler,Minor,1
2946,6,Booty More,23.3954226,85.3843646,2023-02-22,17:10:00,Wednesday,Clear,Chowk/Intersection,High,Two-Wheeler,Serious,1
2951,6,Booty More,23.3954226,85.3843646,2024-09-01,11:53:00,Sunday,Clear,Chowk/Intersection,High,Car,Minor,0
2979,6,Booty More,23.3954226,85.3843646,2023-10-21,18:16:00,Saturday,Clear,Residential Road,High,Two-Wheeler,Fatal,1
3004,6,Booty More,23.3954226,85.3843646,2022-10-26,08:28:00,Wednesday,Stormy,Main Road,High,Two-Wheeler,Minor,0
3011,6,Booty More,23.3954226,85.3843646,2022-09-27,18:51:00,Tuesday,Clear,Main Road,Low,Bus,Minor,0
3022,6,Booty More,23.3954226,85.3843646,2024-12-19,17:27:00,Thursday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
3024,6,Booty More,23.3954226,85.3843646,2023-10-22,18:39:00,Sunday,Clear,Main Road,Medium,Auto-Rickshaw,Serious,1
3045,6,Booty More,23.3954226,85.3843646,2025-01-10,17:59:00,Friday,Stormy,Highway,High,Car,Minor,1
3090,6,Booty More,23.3954226,85.3843646,2022-08-18,11:40:00,Thursday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
3165,6,Booty More,23.3954226,85.3843646,2023-04-01,08:37:00,Saturday,Clear,Main Road,Low,Truck,Serious,2
3191,6,Booty More,23.3954226,85.3843646,2021-02-20,08:31:00,Saturday,Rainy,Main Road,Medium,Two-Wheeler,Minor,0
3197,6,Booty More,23.3954226,85.3843646,2024-09-09,18:36:00,Monday,Clear,Residential Road,Low,Car,Serious,1
3317,6,Booty More,23.3954226,85.3843646,2023-08-19,08:06:00,Saturday,Rainy,Main Road,Low,Two-Wheeler,Minor,0
3342,6,Booty More,23.3954226,85.3843646,2024-01-28,17:45:00,Sunday,Stormy,Main Road,High,Auto-Rickshaw,Minor,0
3363,6,Booty More,23.3954226,85.3843646,2022-09-04,11:55:00,Sunday,Clear,Main Road,Medium,Two-Wheeler,Serious,3
3434,6,Booty More,23.3954226,85.3843646,2021-07-10,16:54:00,Saturday,Stormy,Highway,Low,Auto-Rickshaw,Serious,3
3454,6,Booty More,23.3954226,85.3843646,2021-06-12,09:11:00,Saturday,Rainy,Main Road,High,Auto-Rickshaw,Serious,1
3494,6,Booty More,23.3954226,85.3843646,2024-12-25,10:31:00,Wednesday,Rainy,Residential Road,High,Car,Minor,0
3546,6,Booty More,23.3954226,85.3843646,2021-04-30,20:13:00,Friday,Clear,Chowk/Intersection,High,Two-Wheeler,Serious,3
3630,6,Booty More,23.3954226,85.3843646,2023-12-24,10:05:00,Sunday,Clear,Chowk/Intersection,Medium,Car,Serious,3
3674,6,Booty More,23.3954226,85.3843646,2021-08-02,10:54:00,Monday,Foggy,Main Road,Medium,Car,Fatal,2
3737,6,Booty More,23.3954226,85.3843646,2022-03-18,07:11:00,Friday,Clear,Residential Road,Medium,Two-Wheeler,Fatal,1
3813,6,Booty More,23.3954226,85.3843646,2021-02-14,19:26:00,Sunday,Clear,Main Road,Low,Bus,Minor,1
3893,6,Booty More,23.3954226,85.3843646,2025-06-08,08:00:00,Sunday,Clear,Highway,Medium,Two-Wheeler,Minor,0
3922,6,Booty More,23.3954226,85.3843646,2023-12-03,08:23:00,Sunday,Clear,Main Road,High,Two-Wheeler,Serious,3
3938,6,Booty More,23.3954226,85.3843646,2021-10-09,09:11:00,Saturday,Clear,Main Road,Low,Auto-Rickshaw,Minor,0
3952,6,Booty More,23.3954226,85.3843646,2021-12-17,09:23:00,Friday,Clear,Main Road,Low,Auto-Rickshaw,Serious,1
3957,6,Booty More,23.3954226,85.3843646,2021-03-04,09:31:00,Thursday,Foggy,Chowk/Intersection,High,Two-Wheeler,Minor,0
3975,6,Booty More,23.3954226,85.3843646,2022-08-22,09:07:00,Monday,Clear,Chowk/Intersection,High,Car,Fatal,1
4063,6,Booty More,23.3954226,85.3843646,2021-03-04,20:36:00,Thursday,Clear,Residential Road,Medium,Auto-Rickshaw,Minor,0
4070,6,Booty More,23.3954226,85.3843646,2024-08-10,16:36:00,Saturday,Clear,Main Road,Low,Two-Wheeler,Serious,1
4099,6,Booty More,23.3954226,85.3843646,2022-03-12,10:38:00,Saturday,Stormy,Chowk/Intersection,Low,Bus,Serious,2
4103,6,Booty More,23.3954226,85.3843646,2023-10-18,17:27:00,Wednesday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0
4176,6,Booty More,23.3954226,85.3843646,2021-08-06,08:58:00,Friday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
4279,6,Booty More,23.3954226,85.3843646,2025-04-17,17:40:00,Thursday,Rainy,Main Road,Low,Car,Minor,0
4286,6,Booty More,23.3954226,85.3843646,2024-03-10,11:43:00,Sunday,Clear,Residential Road,High,Auto-Rickshaw,Fatal,1
4306,6,Booty More,23.3954226,85.3843646,2024-03-23,11:52:00,Saturday,Clear,Main Road,High,Two-Wheeler,Serious,1
4369,6,Booty More,23.3954226,85.3843646,2023-01-05,18:07:00,Thursday,Clear,Highway,Medium,Two-Wheeler,Minor,0
4448,6,Booty More,23.3954226,85.3843646,2024-02-03,08:14:00,Saturday,Foggy,Chowk/Intersection,Low,Car,Serious,3
4459,6,Booty More,23.3954226,85.3843646,2024-05-21,17:03:00,Tuesday,Rainy,Highway,Medium,Two-Wheeler,Serious,2
4569,6,Booty More,23.3954226,85.3843646,2024-12-06,09:37:00,Friday,Clear,Highway,Medium,Car,Minor,0
4573,6,Booty More,23.3954226,85.3843646,2024-10-28,08:31:00,Monday,Clear,Main Road,High,Two-Wheeler,Minor,0
4623,6,Booty More,23.3954226,85.3843646,2023-03-23,09:06:00,Thursday,Clear,Main Road,Medium,Two-Wheeler,Minor,0
4725,6,Booty More,23.3954226,85.3843646,2022-06-02,09:48:00,Thursday,Clear,Main Road,High,Car,Minor,0
4756,6,Booty More,23.3954226,85.3843646,2025-12-06,19:54:00,Saturday,Clear,Highway,Low,Car,Fatal,1
5181,6,Booty More,23.3954226,85.3843646,2025-08-11,09:41:00,Monday,Rainy,Chowk/Intersection,Low,Car,Minor,0
5343,6,Booty More,23.3954226,85.3843646,2021-05-28,11:07:00,Friday,Rainy,Main Road,Medium,Auto-Rickshaw,Minor,1
5385,6,Booty More,23.3954226,85.3843646,2023-05-27,10:11:00,Saturday,Clear,Main Road,High,Two-Wheeler,Minor,0
5459,6,Booty More,23.3954226,85.3843646,2023-01-31,10:05:00,Tuesday,Clear,Residential Road,Medium,Two-Wheeler,Minor,0
5563,6,Booty More,23.3954226,85.3843646,2023-07-13,17:21:00,Thursday,Clear,Residential Road,Medium,Auto-Rickshaw,Minor,1
5568,6,Booty More,23.3954226,85.3843646,2022-03-03,19:40:00,Thursday,Clear,Main Road,Medium,Car,Serious,1
5690,6,Booty More,23.3954226,85.3843646,2024-07-09,17:05:00,Tuesday,Rainy,Main Road,High,Two-Wheeler,Minor,0
5697,6,Booty More,23.3954226,85.3843646,2022-12-23,08:41:00,Friday,Rainy,Chowk/Intersection,Low,Two-Wheeler,Minor,0
5843,6,Booty More,23.3954226,85.3843646,2025-03-20,19:39:00,Thursday,Clear,Residential Road,Low,Two-Wheeler,Minor,0
5851,6,Booty More,23.3954226,85.3843646,2024-02-12,07:54:00,Monday,Clear,Main Road,High,Bus,Serious,2
5872,6,Booty More,23.3954226,85.3843646,2025-06-19,08:54:00,Thursday,Clear,Chowk/Intersection,High,Two-Wheeler,Serious,1
5994,6,Booty More,23.3954226,85.3843646,2021-11-19,07:45:00,Friday,Clear,Chowk/Intersection,Medium,Auto-Rickshaw,Minor,0
5999,6,Booty More,23.3954226,85.3843646,2022-03-30,18:41:00,Wednesday,Stormy,Highway,Medium,Two-Wheeler,Minor,1
6088,6,Booty More,23.3954226,85.3843646,2024-05-27,07:22:00,Monday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Serious,1
6346,6,Booty More,23.3954226,85.3843646,2022-12-04,09:56:00,Sunday,Clear,Main Road,High,Two-Wheeler,Minor,1
6464,6,Booty More,23.3954226,85.3843646,2025-08-11,18:52:00,Monday,Foggy,Highway,Medium,Two-Wheeler,Serious,1
6494,6,Booty More,23.3954226,85.3843646,2021-04-29,10:04:00,Thursday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,1
6607,6,Booty More,23.3954226,85.3843646,2025-04-01,18:36:00,Tuesday,Clear,Main Road,High,Two-Wheeler,Minor,0
6658,6,Booty More,23.3954226,85.3843646,2023-11-03,08:20:00,Friday,Clear,Chowk/Intersection,Medium,Truck,Minor,0
6738,6,Booty More,23.3954226,85.3843646,2022-05-11,18:30:00,Wednesday,Rainy,Main Road,High,Car,Minor,1
6769,6,Booty More,23.3954226,85.3843646,2025-11-08,06:22:00,Saturday,Foggy,Chowk/Intersection,Medium,Two-Wheeler,Serious,2
6845,6,Booty More,23.3954226,85.3843646,2021-07-14,08:49:00,Wednesday,Clear,Highway,Low,Two-Wheeler,Minor,0
6880,6,Booty More,23.3954226,85.3843646,2024-02-26,10:31:00,Monday,Rainy,Main Road,Low,Auto-Rickshaw,Minor,0
6921,6,Booty More,23.3954226,85.3843646,2022-07-24,19:03:00,Sunday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Minor,0
6966,6,Booty More,23.3954226,85.3843646,2023-01-06,07:47:00,Friday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Minor,0
7124,6,Booty More,23.3954226,85.3843646,2021-02-13,17:09:00,Saturday,Clear,Chowk/Intersection,Medium,Car,Serious,2
