accident_id,location_id,location_name,latitude,longitude,accident_date,accident_time,day_of_week,weather_condition,road_type,traffic_density,vehicle_type,accident_severity,num_casualties,hour,is_weekend,time_of_day,is_rush_hour,month,year,is_adverse_weather
7870,3,Firayalal Chowk,23.3701968,85.3249027,2022-11-27,19:03:00,Sunday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Serious,1,19,True,Evening,True,11,2022,False
7882,3,Firayalal Chowk,23.3701968,85.3249027,2022-07-04,16:51:00,Monday,Rainy,Main Road,High,Two-Wheeler,Serious,1,16,False,Afternoon,False,7,2022,True
7905,3,Firayalal Chowk,23.3701968,85.3249027,2025-04-30,18:50:00,Wednesday,Rainy,Residential Road,High,Two-Wheeler,Fatal,3,18,False,Evening,True,4,2025,True
7984,3,Firayalal Chowk,23.3701968,85.3249027,2024-12-31,20:31:00,Tuesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,20,False,Evening,True,12,2024,False
7998,3,Firayalal Chowk,23.3701968,85.3249027,2025-06-06,17:10:00,Friday,Clear,Main Road,Low,Two-Wheeler,Minor,0,17,False,Evening,True,6,2025,False
8,4,Sujata Chowk,23.3536514,85.3244753,2025-01-25,19:59:00,Saturday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0,19,True,Evening,True,1,2025,False
27,4,Sujata Chowk,23.3536514,85.3244753,2023-07-23,08:18:00,Sunday,Rainy,Chowk/Intersection,High,Auto-Rickshaw,Minor,0,8,True,Morning,True,7,2023,True
28,4,Sujata Chowk,23.3536514,85.3244753,2024-05-11,09:32:00,Saturday,Clear,Residential Road,High,Auto-Rickshaw,Fatal,1,9,True,Morning,True,5,2024,False
47,4,Sujata Chowk,23.3536514,85.3244753,2025-07-22,16:04:00,Tuesday,Clear,Main Road,High,Auto-Rickshaw,Serious,1,16,False,Afternoon,False,7,2025,False
89,4,Sujata Chowk,23.3536514,85.3244753,2021-09-18,11:48:00,Saturday,Clear,Highway,High,Auto-Rickshaw,Serious,3,11,True,Morning,False,9,2021,False
91,4,Sujata Chowk,23.3536514,85.3244753,2021-01-28,18:15:00,Thursday,Rainy,Chowk/Intersection,Medium,Car,Minor,0,18,False,Evening,True,1,2021,True
107,4,Sujata Chowk,23.3536514,85.3244753,2025-12-31,18:54:00,Wednesday,Clear,Highway,Medium,Two-Wheeler,Fatal,2,18,False,Evening,True,12,2025,False
135,4,Sujata Chowk,23.3536514,85.3244753,2022-11-15,10:59:00,Tuesday,Clear,Residential Road,Low,Two-Wheeler,Serious,1,10,False,Morning,True,11,2022,False
140,4,Sujata Chowk,23.3536514,85.3244753,2025-07-27,08:36:00,Sunday,Rainy,Main Road,Low,Two-Wheeler,Serious,1,8,True,Morning,True,7,2025,True
155,4,Sujata Chowk,23.3536514,85.3244753,2022-09-19,20:27:00,Monday,Clear,Residential Road,Low,Two-Wheeler,Minor,0,20,False,Evening,True,9,2022,False
170,4,Sujata Chowk,23.3536514,85.3244753,2024-06-04,19:09:00,Tuesday,Stormy,Main Road,Low,Two-Wheeler,Minor,0,19,False,Evening,True,6,2024,True
177,4,Sujata Chowk,23.3536514,85.3244753,2024-10-29,08:41:00,Tuesday,Rainy,Chowk/Intersection,High,Car,Minor,1,8,False,Morning,True,10,2024,True
184,4,Sujata Chowk,23.3536514,85.3244753,2023-08-28,09:13:00,Monday,Stormy,Residential Road,High,Two-Wheeler,Minor,0,9,False,Morning,True,8,2023,True
236,4,Sujata Chowk,23.3536514,85.3244753,2021-04-12,21:31:00,Monday,Clear,Chowk/Intersection,Low,Car,Minor,0,21,False,Night,False,4,2021,False
275,4,Sujata Chowk,23.3536514,85.3244753,2021-08-10,18:56:00,Tuesday,Clear,Main Road,High,Truck,Minor,0,18,False,Evening,True,8,2021,False
276,4,Sujata Chowk,23.3536514,85.3244753,2025-11-30,17:16:00,Sunday,Clear,Residential Road,Medium,Car,Minor,0,17,True,Evening,True,11,2025,False
277,4,Sujata Chowk,23.3536514,85.3244753,2022-07-20,07:02:00,Wednesday,Rainy,Main Road,High,Two-Wheeler,Serious,1,7,False,Morning,False,7,2022,True
288,4,Sujata Chowk,23.3536514,85.3244753,2024-01-23,09:50:00,Tuesday,Clear,Residential Road,Low,Two-Wheeler,Fatal,2,9,False,Morning,True,1,2024,False
306,4,Sujata Chowk,23.3536514,85.3244753,2021-10-13,11:46:00,Wednesday,Clear,Main Road,Low,Car,Fatal,4,11,False,Morning,False,10,2021,False
314,4,Sujata Chowk,23.3536514,85.3244753,2025-12-09,08:57:00,Tuesday,Stormy,Main Road,High,Two-Wheeler,Serious,1,8,False,Morning,True,12,2025,True
334,4,Sujata Chowk,23.3536514,85.3244753,2025-02-20,09:30:00,Thursday,Rainy,Chowk/Intersection,High,Two-Wheeler,Minor,1,9,False,Morning,True,2,2025,True
354,4,Sujata Chowk,23.3536514,85.3244753,2021-09-28,17:17:00,Tuesday,Stormy,Highway,Low,Two-Wheeler,Fatal,1,17,False,Evening,True,9,2021,True
359,4,Sujata Chowk,23.3536514,85.3244753,2024-06-03,16:04:00,Monday,Clear,Main Road,High,Two-Wheeler,Serious,1,16,False,Afternoon,False,6,2024,False
387,4,Sujata Chowk,23.3536514,85.3244753,2022-04-21,09:21:00,Thursday,Clear,Chowk/Intersection,Medium,Car,Minor,0,9,False,Morning,True,4,2022,False
407,4,Sujata Chowk,23.3536514,85.3244753,2023-07-05,09:42:00,Wednesday,Clear,Main Road,High,Car,Minor,1,9,False,Morning,True,7,2023,False
431,4,Sujata Chowk,23.3536514,85.3244753,2023-04-13,20:17:00,Thursday,Rainy,Highway,High,Car,Fatal,2,20,False,Evening,True,4,2023,True
500,4,Sujata Chowk,23.3536514,85.3244753,2024-11-06,09:31:00,Wednesday,Rainy,Highway,Medium,Two-Wheeler,Minor,0,9,False,Morning,True,11,2024,True
507,4,Sujata Chowk,23.3536514,85.3244753,2022-08-24,09:01:00,Wednesday,Clear,Main Road,Low,Two-Wheeler,Minor,0,9,False,Morning,True,8,2022,False
518,4,Sujata Chowk,23.3536514,85.3244753,2023-08-06,17:40:00,Sunday,Clear,Chowk/Intersection,Low,Two-Wheeler,Serious,1,17,True,Evening,True,8,2023,False
531,4,Sujata Chowk,23.3536514,85.3244753,2021-12-30,10:00:00,Thursday,Clear,Main Road,Medium,Two-Wheeler,Minor,0,10,False,Morning,True,12,2021,False
540,4,Sujata Chowk,23.3536514,85.3244753,2021-01-15,20:43:00,Friday,Foggy,Highway,High,Bus,Fatal,1,20,False,Evening,True,1,2021,True
543,4,Sujata Chowk,23.3536514,85.3244753,2025-08-12,18:02:00,Tuesday,Rainy,Main Road,Medium,Car,Fatal,2,18,False,Evening,True,8,2025,True
553,4,Sujata Chowk,23.3536514,85.3244753,2024-06-20,19:22:00,Thursday,Clear,Main Road,Medium,Car,Serious,2,19,False,Evening,True,6,2024,False
557,4,Sujata Chowk,23.3536514,85.3244753,2021-01-25,16:54:00,Monday,Rainy,Highway,High,Auto-Rickshaw,Minor,1,16,False,Afternoon,False,1,2021,True
567,4,Sujata Chowk,23.3536514,85.3244753,2023-07-24,17:16:00,Monday,Clear,Highway,Medium,Two-Wheeler,Serious,2,17,False,Evening,True,7,2023,False
584,4,Sujata Chowk,23.3536514,85.3244753,2024-01-07,08:59:00,Sunday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0,8,True,Morning,True,1,2024,False
601,4,Sujata Chowk,23.3536514,85.3244753,2021-02-23,18:54:00,Tuesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,18,False,Evening,True,2,2021,False
609,4,Sujata Chowk,23.3536514,85.3244753,2025-07-04,08:54:00,Friday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,8,False,Morning,True,7,2025,False
622,4,Sujata Chowk,23.3536514,85.3244753,2025-08-30,17:12:00,Saturday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0,17,True,Evening,True,8,2025,False
624,4,Sujata Chowk,23.3536514,85.3244753,2022-05-29,07:42:00,Sunday,Rainy,Chowk/Intersection,Medium,Car,Serious,2,7,True,Morning,False,5,2022,True
634,4,Sujata Chowk,23.3536514,85.3244753,2023-06-13,17:05:00,Tuesday,Stormy,Residential Road,Low,Auto-Rickshaw,Minor,0,17,False,Evening,True,6,2023,True
644,4,Sujata Chowk,23.3536514,85.3244753,2022-05-25,16:04:00,Wednesday,Foggy,Chowk/Intersection,Low,Two-Wheeler,Minor,0,16,False,Afternoon,False,5,2022,True
664,4,Sujata Chowk,23.3536514,85.3244753,2022-12-15,20:11:00,Thursday,Foggy,Highway,Medium,Car,Serious,1,20,False,Evening,True,12,2022,True
710,4,Sujata Chowk,23.3536514,85.3244753,2024-01-17,10:20:00,Wednesday,Clear,Highway,Low,Two-Wheeler,Minor,0,10,False,Morning,True,1,2024,False
721,4,Sujata Chowk,23.3536514,85.3244753,2021-08-25,09:50:00,Wednesday,Clear,Main Road,Medium,Truck,Minor,1,9,False,Morning,True,8,2021,False
738,4,Sujata Chowk,23.3536514,85.3244753,2023-03-07,18:56:00,Tuesday,Rainy,Chowk/Intersection,Medium,Two-Wheeler,Minor,1,18,False,Evening,True,3,2023,True
769,4,Sujata Chowk,23.3536514,85.3244753,2022-10-15,18:57:00,Saturday,Rainy,Chowk/Intersection,High,Two-Wheeler,Minor,0,18,True,Evening,True,10,2022,True
776,4,Sujata Chowk,23.3536514,85.3244753,2023-08-19,08:43:00,Saturday,Foggy,Main Road,Medium,Car,Minor,0,8,True,Morning,True,8,2023,True
780,4,Sujata Chowk,23.3536514,85.3244753,2022-05-29,18:47:00,Sunday,Clear,Chowk/Intersection,High,Car,Minor,1,18,True,Evening,True,5,2022,False
859,4,Sujata Chowk,23.3536514,85.3244753,2021-02-18,08:18:00,Thursday,Clear,Chowk/Intersection,High,Two-Wheeler,Serious,1,8,False,Morning,True,2,2021,False
930,4,Sujata Chowk,23.3536514,85.3244753,2025-05-23,08:07:00,Friday,Clear,Highway,Medium,Two-Wheeler,Fatal,1,8,False,Morning,True,5,2025,False
934,4,Sujata Chowk,23.3536514,85.3244753,2023-07-21,10:07:00,Friday,Clear,Highway,Medium,Two-Wheeler,Minor,1,10,False,Morning,True,7,2023,False
946,4,Sujata Chowk,23.3536514,85.3244753,2021-05-19,11:12:00,Wednesday,Clear,Chowk/Intersection,Low,Two-Wheeler,Serious,1,11,False,Morning,False,5,2021,False
965,4,Sujata Chowk,23.3536514,85.3244753,2023-04-29,09:01:00,Saturday,Clear,Chowk/Intersection,Medium,Car,Minor,0,9,True,Morning,True,4,2023,False
981,4,Sujata Chowk,23.3536514,85.3244753,2024-04-18,12:45:00,Thursday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0,12,False,Afternoon,False,4,2024,False
983,4,Sujata Chowk,23.3536514,85.3244753,2023-10-17,09:25:00,Tuesday,Foggy,Highway,Medium,Auto-Rickshaw,Fatal,3,9,False,Morning,True,10,2023,True
992,4,Sujata Chowk,23.3536514,85.3244753,2022-08-06,08:26:00,Saturday,Stormy,Main Road,Low,Auto-Rickshaw,Serious,1,8,True,Morning,True,8,2022,True
1001,4,Sujata Chowk,23.3536514,85.3244753,2021-02-12,09:59:00,Friday,Clear,Highway,High,Car,Serious,2,9,False,Morning,True,2,2021,False
1008,4,Sujata Chowk,23.3536514,85.3244753,2025-07-06,17:49:00,Sunday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0,17,True,Evening,True,7,2025,False
1017,4,Sujata Chowk,23.3536514,85.3244753,2025-07-19,07:53:00,Saturday,Clear,Main Road,Medium,Two-Wheeler,Minor,0,7,True,Morning,False,7,2025,False
1030,4,Sujata Chowk,23.3536514,85.3244753,2021-12-13,16:52:00,Monday,Clear,Residential Road,High,Two-Wheeler,Serious,2,16,False,Afternoon,False,12,2021,False
1047,4,Sujata Chowk,23.3536514,85.3244753,2024-02-04,14:59:00,Sunday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,14,True,Afternoon,False,2,2024,False
1074,4,Sujata Chowk,23.3536514,85.3244753,2024-05-26,07:46:00,Sunday,Rainy,Highway,Low,Two-Wheeler,Minor,0,7,True,Morning,False,5,2024,True
1086,4,Sujata Chowk,23.3536514,85.3244753,2025-06-01,18:38:00,Sunday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,18,True,Evening,True,6,2025,False
1094,4,Sujata Chowk,23.3536514,85.3244753,2021-03-27,19:02:00,Saturday,Clear,Main Road,Low,Two-Wheeler,Minor,1,19,True,Evening,True,3,2021,False
1095,4,Sujata Chowk,23.3536514,85.3244753,2025-10-20,17:29:00,Monday,Rainy,Main Road,Low,Car,Minor,1,17,False,Evening,True,10,2025,True
1102,4,Sujata Chowk,23.3536514,85.3244753,2022-09-02,09:15:00,Friday,Rainy,Residential Road,Low,Auto-Rickshaw,Serious,3,9,False,Morning,True,9,2022,True
1115,4,Sujata Chowk,23.3536514,85.3244753,2024-07-16,18:31:00,Tuesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Serious,1,18,False,Evening,True,7,2024,False
1149,4,Sujata Chowk,23.3536514,85.3244753,2023-03-27,15:29:00,Monday,Stormy,Highway,Low,Two-Wheeler,Minor,0,15,False,Afternoon,False,3,2023,True
1160,4,Sujata Chowk,23.3536514,85.3244753,2021-12-03,09:14:00,Friday,Rainy,Chowk/Intersection,Medium,Car,Minor,0,9,False,Morning,True,12,2021,True
1193,4,Sujata Chowk,23.3536514,85.3244753,2021-03-22,20:34:00,Monday,Clear,Highway,Medium,Car,Minor,0,20,False,Evening,True,3,2021,False
1200,4,Sujata Chowk,23.3536514,85.3244753,2023-09-06,08:49:00,Wednesday,Clear,Residential Road,High,Car,Fatal,1,8,False,Morning,True,9,2023,False
1211,4,Sujata Chowk,23.3536514,85.3244753,2022-02-03,16:57:00,Thursday,Foggy,Residential Road,Medium,Two-Wheeler,Serious,1,16,False,Afternoon,False,2,2022,True
1263,4,Sujata Chowk,23.3536514,85.3244753,2022-05-13,07:01:00,Friday,Rainy,Highway,Low,Auto-Rickshaw,Serious,2,7,False,Morning,False,5,2022,True
1282,4,Sujata Chowk,23.3536514,85.3244753,2021-07-25,10:01:00,Sunday,Rainy,Highway,Medium,Two-Wheeler,Serious,1,10,True,Morning,True,7,2021,True
1319,4,Sujata Chowk,23.3536514,85.3244753,2023-04-22,18:06:00,Saturday,Clear,Chowk/Intersection,High,Car,Minor,0,18,True,Evening,True,4,2023,False
1326,4,Sujata Chowk,23.3536514,85.3244753,2025-06-25,10:23:00,Wednesday,Rainy,Highway,Medium,Car,Minor,0,10,False,Morning,True,6,2025,True
1361,4,Sujata Chowk,23.3536514,85.3244753,2024-06-20,16:19:00,Thursday,Clear,Residential Road,Medium,Bus,Minor,0,16,False,Afternoon,False,6,2024,False
1399,4,Sujata Chowk,23.3536514,85.3244753,2025-12-10,09:02:00,Wednesday,Foggy,Residential Road,High,Auto-Rickshaw,Minor,1,9,False,Morning,True,12,2025,True
1406,4,Sujata Chowk,23.3536514,85.3244753,2024-06-28,16:27:00,Friday,Clear,Residential Road,High,Bus,Fatal,1,16,False,Afternoon,False,6,2024,False
1418,4,Sujata Chowk,23.3536514,85.3244753,2021-05-07,18:15:00,Friday,Clear,Residential Road,Medium,Two-Wheeler,Serious,2,18,False,Evening,True,5,2021,False
1465,4,Sujata Chowk,23.3536514,85.3244753,2025-01-09,16:57:00,Thursday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0,16,False,Afternoon,False,1,2025,False
1522,4,Sujata Chowk,23.3536514,85.3244753,2025-11-29,08:23:00,Saturday,Clear,Highway,High,Two-Wheeler,Serious,3,8,True,Morning,True,11,2025,False
1534,4,Sujata Chowk,23.3536514,85.3244753,2023-06-03,07:12:00,Saturday,Clear,Highway,Low,Two-Wheeler,Serious,1,7,True,Morning,False,6,2023,False
1539,4,Sujata Chowk,23.3536514,85.3244753,2021-03-22,16:31:00,Monday,Clear,Residential Road,High,Two-Wheeler,Minor,0,16,False,Afternoon,False,3,2021,False
1553,4,Sujata Chowk,23.3536514,85.3244753,2023-03-25,07:28:00,Saturday,Foggy,Chowk/Intersection,Low,Car,Minor,1,7,True,Morning,False,3,2023,True
1563,4,Sujata Chowk,23.3536514,85.3244753,2023-10-16,07:10:00,Monday,Foggy,Residential Road,High,Car,Minor,0,7,False,Morning,False,10,2023,True
1584,4,Sujata Chowk,23.3536514,85.3244753,2025-04-10,06:55:00,Thursday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0,6,False,Morning,False,4,2025,False
1596,4,Sujata Chowk,23.3536514,85.3244753,2023-09-03,08:20:00,Sunday,Clear,Chowk/Intersection,Low,Car,Serious,1,8,True,Morning,True,9,2023,False
1636,4,Sujata Chowk,23.3536514,85.3244753,2024-07-10,21:30:00,Wednesday,Clear,Residential Road,Medium,Auto-Rickshaw,Minor,1,21,False,Night,False,7,2024,False
1643,4,Sujata Chowk,23.3536514,85.3244753,2025-06-09,16:41:00,Monday,Rainy,Chowk/Intersection,Low,Bus,Serious,1,16,False,Afternoon,False,6,2025,True
1686,4,Sujata Chowk,23.3536514,85.3244753,2024-06-28,18:42:00,Friday,Clear,Highway,Medium,Two-Wheeler,Minor,0,18,False,Evening,True,6,2024,False
1738,4,Sujata Chowk,23.3536514,85.3244753,2024-01-13,20:39:00,Saturday,Clear,Main Road,High,Auto-Rickshaw,Minor,0,20,True,Evening,True,1,2024,False
1778,4,Sujata Chowk,23.3536514,85.3244753,2024-03-28,08:57:00,Thursday,Foggy,Chowk/Intersection,High,Two-Wheeler,Minor,0,8,False,Morning,True,3,2024,True
1806,4,Sujata Chowk,23.3536514,85.3244753,2023-01-02,08:56:00,Monday,Clear,Chowk/Intersection,Low,Truck,Fatal,1,8,False,Morning,True,1,2023,False
1820,4,Sujata Chowk,23.3536514,85.3244753,2023-07-19,04:31:00,Wednesday,Clear,Chowk/Intersection,Low,Car,Minor,1,4,False,Night,False,7,2023,False
1839,4,Sujata Chowk,23.3536514,85.3244753,2024-05-02,07:50:00,Thursday,Foggy,Chowk/Intersection,Medium,Two-Wheeler,Serious,2,7,False,Morning,False,5,2024,True
1849,4,Sujata Chowk,23.3536514,85.3244753,2021-07-10,20:00:00,Saturday,Clear,Chowk/Intersection,High,Two-Wheeler,Minor,0,20,True,Evening,True,7,2021,False
1863,4,Sujata Chowk,23.3536514,85.3244753,2025-05-28,10:14:00,Wednesday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1,10,False,Morning,True,5,2025,False
1879,4,Sujata Chowk,23.3536514,85.3244753,2025-10-03,17:04:00,Friday,Clear,Main Road,Low,Two-Wheeler,Minor,1,17,False,Evening,True,10,2025,False
1886,4,Sujata Chowk,23.3536514,85.3244753,2023-01-05,16:12:00,Thursday,Clear,Main Road,High,Two-Wheeler,Minor,0,16,False,Afternoon,False,1,2023,False
1891,4,Sujata Chowk,23.3536514,85.3244753,2021-02-18,10:08:00,Thursday,Clear,Main Road,Medium,Two-Wheeler,Minor,0,10,False,Morning,True,2,2021,False
1904,4,Sujata Chowk,23.3536514,85.3244753,2022-07-07,18:18:00,Thursday,Rainy,Main Road,High,Car,Serious,2,18,False,Evening,True,7,2022,True
1916,4,Sujata Chowk,23.3536514,85.3244753,2024-09-06,18:05:00,Friday,Clear,Highway,High,Two-Wheeler,Serious,1,18,False,Evening,True,9,2024,False
1919,4,Sujata Chowk,23.3536514,85.3244753,2022-02-19,09:44:00,Saturday,Clear,Chowk/Intersection,Medium,Car,Minor,0,9,True,Morning,True,2,2022,False
1974,4,Sujata Chowk,23.3536514,85.3244753,2023-09-15,08:48:00,Friday,Clear,Chowk/Intersection,Medium,Bus,Minor,0,8,False,Morning,True,9,2023,False
1981,4,Sujata Chowk,23.3536514,85.3244753,2025-12-22,17:58:00,Monday,Stormy,Chowk/Intersection,Medium,Two-Wheeler,Serious,1,17,False,Evening,True,12,2025,True
2030,4,Sujata Chowk,23.3536514,85.3244753,2023-07-05,10:26:00,Wednesday,Rainy,Chowk/Intersection,High,Car,Serious,1,10,False,Morning,True,7,2023,True
2036,4,Sujata Chowk,23.3536514,85.3244753,2021-06-22,19:15:00,Tuesday,Clear,Main Road,Medium,Two-Wheeler,Serious,1,19,False,Evening,True,6,2021,False
2054,4,Sujata Chowk,23.3536514,85.3244753,2024-03-08,10:44:00,Friday,Clear,Main Road,Medium,Auto-Rickshaw,Minor,0,10,False,Morning,True,3,2024,False
2069,4,Sujata Chowk,23.3536514,85.3244753,2025-12-23,16:35:00,Tuesday,Clear,Residential Road,Low,Two-Wheeler,Serious,1,16,False,Afternoon,False,12,2025,False
2132,4,Sujata Chowk,23.3536514,85.3244753,2021-01-24,06:45:00,Sunday,Clear,Main Road,Low,Two-Wheeler,Minor,0,6,True,Morning,False,1,2021,False
2133,4,Sujata Chowk,23.3536514,85.3244753,2022-04-21,10:59:00,Thursday,Clear,Main Road,Medium,Auto-Rickshaw,Minor,0,10,False,Morning,True,4,2022,False
2150,4,Sujata Chowk,23.3536514,85.3244753,2021-12-07,19:37:00,Tuesday,Clear,Chowk/Intersection,Medium,Truck,Minor,0,19,False,Evening,True,12,2021,False
2161,4,Sujata Chowk,23.3536514,85.3244753,2023-06-15,19:13:00,Thursday,Rainy,Residential Road,Medium,Two-Wheeler,Minor,0,19,False,Evening,True,6,2023,True
2211,4,Sujata Chowk,23.3536514,85.3244753,2024-11-11,17:04:00,Monday,Clear,Main Road,High,Two-Wheeler,Serious,1,17,False,Evening,True,11,2024,False
2215,4,Sujata Chowk,23.3536514,85.3244753,2022-10-25,08:44:00,Tuesday,Clear,Main Road,Medium,Two-Wheeler,Minor,1,8,False,Morning,True,10,2022,False
2221,4,Sujata Chowk,23.3536514,85.3244753,2021-12-14,17:50:00,Tuesday,Clear,Chowk/Intersection,Low,Auto-Rickshaw,Minor,0,17,False,Evening,True,12,2021,False
2226,4,Sujata Chowk,23.3536514,85.3244753,2025-10-01,18:25:00,Wednesday,Rainy,Residential Road,High,Auto-Rickshaw,Serious,1,18,False,Evening,True,10,2025,True
2233,4,Sujata Chowk,23.3536514,85.3244753,2021-11-18,18:37:00,Thursday,Foggy,Highway,High,Two-Wheeler,Minor,1,18,False,Evening,True,11,2021,True
2239,4,Sujata Chowk,23.3536514,85.3244753,2021-09-21,06:33:00,Tuesday,Clear,Main Road,Low,Car,Serious,3,6,False,Morning,False,9,2021,False
2259,4,Sujata Chowk,23.3536514,85.3244753,2024-05-28,09:31:00,Tuesday,Foggy,Residential Road,High,Bus,Minor,0,9,False,Morning,True,5,2024,True
2270,4,Sujata Chowk,23.3536514,85.3244753,2023-12-07,17:12:00,Thursday,Clear,Chowk/Intersection,High,Auto-Rickshaw,Minor,0,17,False,Evening,True,12,2023,False
2285,4,Sujata Chowk,23.3536514,85.3244753,2024-01-21,19:43:00,Sunday,Clear,Chowk/Intersection,Low,Car,Minor,1,19,True,Evening,True,1,2024,False
2319,4,Sujata Chowk,23.3536514,85.3244753,2024-07-08,07:47:00,Monday,Foggy,Residential Road,Low,Two-Wheeler,Serious,3,7,False,Morning,False,7,2024,True
2344,4,Sujata Chowk,23.3536514,85.3244753,2025-08-26,10:22:00,Tuesday,Clear,Chowk/Intersection,High,Car,Serious,3,10,False,Morning,True,8,2025,False
2347,4,Sujata Chowk,23.3536514,85.3244753,2022-02-02,07:33:00,Wednesday,Clear,Highway,Low,Auto-Rickshaw,Minor,1,7,False,Morning,False,2,2022,False
2360,4,Sujata Chowk,23.3536514,85.3244753,2024-04-17,07:42:00,Wednesday,Clear,Chowk/Intersection,Low,Two-Wheeler,Minor,0,7,False,Morning,False,4,2024,False
2386,4,Sujata Chowk,23.3536514,85.3244753,2021-10-14,07:17:00,Thursday,Clear,Main Road,High,Truck,Minor,1,7,False,Morning,False,10,2021,False
2405,4,Sujata Chowk,23.3536514,85.3244753,2022-09-12,18:56:00,Monday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,1,18,False,Evening,True,9,2022,False
2406,4,Sujata Chowk,23.3536514,85.3244753,2021-05-06,17:36:00,Thursday,Clear,Residential Road,High,Bus,Minor,1,17,False,Evening,True,5,2021,False
2407,4,Sujata Chowk,23.3536514,85.3244753,2021-07-24,08:34:00,Saturday,Clear,Main Road,High,Two-Wheeler,Minor,0,8,True,Morning,True,7,2021,False
2437,4,Sujata Chowk,23.3536514,85.3244753,2025-08-18,08:59:00,Monday,Clear,Main Road,High,Car,Serious,2,8,False,Morning,True,8,2025,False
2448,4,Sujata Chowk,23.3536514,85.3244753,2025-04-05,08:36:00,Saturday,Clear,Residential Road,Medium,Truck,Serious,1,8,True,Morning,True,4,2025,False
2449,4,Sujata Chowk,23.3536514,85.3244753,2024-03-06,17:44:00,Wednesday,Foggy,Chowk/Intersection,Medium,Auto-Rickshaw,Serious,1,17,False,Evening,True,3,2024,True
2458,4,Sujata Chowk,23.3536514,85.3244753,2022-05-21,18:25:00,Saturday,Clear,Main Road,Medium,Car,Serious,1,18,True,Evening,True,5,2022,False
2490,4,Sujata Chowk,23.3536514,85.3244753,2022-03-04,09:30:00,Friday,Clear,Highway,Medium,Car,Minor,1,9,False,Morning,True,3,2022,False
2496,4,Sujata Chowk,23.3536514,85.3244753,2023-01-19,19:20:00,Thursday,Clear,Residential Road,Medium,Two-Wheeler,Minor,0,19,False,Evening,True,1,2023,False
2510,4,Sujata Chowk,23.3536514,85.3244753,2023-09-27,09:46:00,Wednesday,Clear,Main Road,Medium,Two-Wheeler,Minor,0,9,False,Morning,True,9,2023,False
2538,4,Sujata Chowk,23.3536514,85.3244753,2023-05-22,10:31:00,Monday,Clear,Main Road,High,Auto-Rickshaw,Minor,0,10,False,Morning,True,5,2023,False
2541,4,Sujata Chowk,23.3536514,85.3244753,2023-01-30,18:45:00,Monday,Clear,Chowk/Intersection,High,Two-Wheeler,Serious,1,18,False,Evening,True,1,2023,False
2548,4,Sujata Chowk,23.3536514,85.3244753,2021-10-17,16:17:00,Sunday,Clear,Chowk/Intersection,Medium,Two-Wheeler,Minor,0,16,True,Afternoon,False,10,2021,False
2566,4,Sujata Chowk,23.3536514,85.3244753,2025-05-14,18:19:00,Wednesday,Clear,Main Road,High,Car,Minor,0,18,False,Evening,True,5,2025,False
2574,4,Sujata Chowk,23.3536514,85.3244753,2022-04-26,08:28:00,Tuesday,Rainy,Main Road,High,Two-Wheeler,Minor,0,8,False,Morning,True,4,2022,True
2578,4,Sujata Chowk,23.3536514,85.3244753,2021-07-01,08:26:00,Thursday,Clear,Main Road,Medium,Car,Serious,1,8,False,Morning,True,7,2021,False
2584,4,Sujata Chowk,23.3536514,85.3244753,2021-10-13,07:37:00,Wednesday,Rainy,Residential Road,Low,Two-Wheeler,Fatal,2,7,False,Morning,False,10,2021,True
2597,4,Sujata Chowk,23.3536514,85.3244753,2021-08-12,20:49:00,Thursday,Clear,Main Road,Medium,Car,Minor,0,20,False,Evening,True,8,2021,False
2598,4,Sujata Chowk,23.3536514,85.3244753,2025-08-13,08:55:00,Wednesday,Clear,Main Road,High,Car,Minor,0,8,False,Morning,True,8,2025,False
2606,4,Sujata Chowk,23.3536514,85.3244753,2021-09-01,14:01:00,Wednesday,Foggy,Main Road,Low,Truck,Minor,0,14,False,Afternoon,False,9,2021,True
2623,4,Sujata Chowk,23.3536514,85.3244753,2023-07-27,11:11:00,Thursday,Rainy,Residential Road,High,Car,Serious,1,11,False,Morning,False,7,2023,True
2630,4,Sujata Chowk,23.3536514,85.3244753,2023-10-04,16:53:00,Wednesday,Clear,Highway,High,Auto-Rickshaw,Minor,0,16,False,Afternoon,False,10,2023,False
2649,4,Sujata Chowk,23.3536514,85.3244753,2025-07-29,11:19:00,Tuesday,Foggy,Main Road,Low,Two-Wheeler,Minor,0,11,False,Morning,False,7,2025,True
